,圖號,圖名,卷片號或數位照片檔名,CloudRate,SecureType,拍攝日期,MinX,MinY,MaxX,MaxY,現有檔名,Roll,camera,Unnamed: 13,Unnamed: 14,Unnamed: 15
32361,95194067,新美(四),140223e_27~0142_hr4,0,一般圖,20140223,215030.398,2580123.001,217593.156,2582897.297,95194067_140223e_27~0142_hr4.tif,140223e,DMC,,,
32382,95194069,普亞女溪上游(四),120701_0252_mtbn,40,一般圖,20120701,220143.776,2580112.685,222705.569,2582886.089,95194069_120701_0252_mtbn.tif,120701_,ADS40,,,
32417,95194072,石面桶,140222d_22~0070_hr4,30,一般圖,20140222,202237.936,2577388.03,204803.582,2580164.549,95194072_140222d_22~0070_hr4.tif,140222d,DMC,,,
32477,95194077,新美(三),090821_0107_rgbn,10,一般圖,20090821,214875.0,2577210.0,217740.0,2580275.0,95194077_090821_0107_rgbn.tif,090821_,ADS40,,,
32541,95194082,水底寮,150509d_22~0212_hr4,40,一般圖,20150509,202229.016,2574619.55,204795.132,2577396.053,95194082_150509d_22~0212_hr4.tif,150509d,DMC,,,
32717,95194096,二溪,100304_0346_mtbn,90,一般圖,20100304,212305.0,2571680.0,215170.0,2574745.0,95194096_100304_0346_mtbn.tif,100304_,ADS40,,,
32733,95194097,民權舊部落(三),150509e_27~0103_hr4,20,一般圖,20150509,215010.803,2571817.642,217574.975,2574591.897,95194097_150509e_27~0103_hr4.tif,150509e,DMC,,,
32768,95194100,民生村(二),151003f_30~0050_hr4,30,一般圖,20151003,222685.163,2571802.868,225247.892,2574575.788,95194100_151003f_30~0050_hr4.tif,151003f,DMC,,,
32864,95201006,茅埔,150609d_36~0522_hr4,20,一般圖,20150609,238099.429,2652072.923,240645.302,2654843.485,95201006_150609d_36~0522_hr4.tif,150609d,DMC,,,
32886,95201007,水尾,160531d_37~0092_hr4,20,一般圖,20160531,240643.496,2652071.49,243188.876,2654841.599,95201007_160531d_37~0092_hr4.tif,160531d,DMC,,,
32950,95201011,外坑,070713d_31~0328_rgb,10,一般圖,20070713,225215.0,2649175.0,228080.0,2652240.0,95201011_070713d_31~0328_rgb.tif,070713d,DMC,,,
33002,95201014,澀子坑,130325_0337_mtbn,30,一般圖,20130325,233008.015,2649308.473,235555.361,2652079.929,95201014_130325_0337_mtbn.tif,130325_,ADS40,,,
33113,95201020,鯉魚潭,121115e_40~0063_hr4c,30,一般圖,20121115,248275.358,2649301.232,250819.912,2652069.977,95201020_121115e_40~0063_hr4c.tif,121115e,DMC,,,
33167,95201023,清水湖,130325_0324_mtbn,40,一般圖,20130325,230459.689,2646542.594,233008.015,2649314.492,95201023_130325_0324_mtbn.tif,130325_,ADS40,,,
33206,95201026,三角崙,081019d_36~0028_rgb,10,一般圖,20081019,237935.0,2646390.0,240800.0,2649455.0,95201026_081019d_36~0028_rgb.tif,081019d,DMC,,,
33254,95201028,珠子山,180519_0244_mtbn,10,一般圖,20180519,243184.935,2646533.187,245730.803,2649302.824,95201028_180519_0244_mtbn.tif,180519_,ADS40,,,
33268,95201029,十一份,121115e_39~0012_hr4,40,一般圖,20121115,245729.981,2646532.656,248275.358,2649301.843,95201029_121115e_39~0012_hr4.tif,121115e,DMC,,,
33310,95201031,十八股寮,180519_0408_mtbn,40,一般圖,20180519,225364.836,2643780.849,227914.633,2646553.641,95201031_180519_0408_mtbn.tif,180519_,ADS40,,,
33345,95201033,炭寮,191128_0219_mtbn,90,一般圖,20191128,230455.929,2643773.939,233004.742,2646545.826,95201033_191128_0219_mtbn.tif,191128_,ADS40,,,
33350,95201034,下九芎,130325_0337_mtbn,40,一般圖,20130325,233001.472,2643771.159,235549.793,2646542.594,95201034_130325_0337_mtbn.tif,130325_,ADS40,,,
33353,95201034,下九芎,180805_0206_mtbn,40,一般圖,20180805,233001.472,2643771.159,235549.793,2646542.594,95201034_180805_0206_mtbn.tif,180805_,ADS40,,,
33397,95201037,新城,130530d_37~0165_hr4,90,一般圖,20130530,240638.088,2643765.52,243184.935,2646535.599,95201037_130530d_37~0165_hr4.tif,130530d,DMC,,,
33439,95201039,外加道坑,121115e_39~0008_hr4,90,一般圖,20121115,245729.159,2643764.01,248275.025,2646533.187,95201039_121115e_39~0008_hr4.tif,121115e,DMC,,,
33468,95201041,中寮,091205d_31~0434_rgb,30,一般圖,20091205,225205.0,2640865.0,228070.0,2643930.0,95201041_091205d_31~0434_rgb.tif,091205d,DMC,,,
33482,95201041,中寮,191105_0751_mtbn,20,一般圖,20191105,225360.102,2641012.198,227910.384,2643784.978,95201041_191105_0751_mtbn.tif,191105_,ADS40,,,
33511,95201043,粗坑,180805_0221_mtbn,20,一般圖,20180805,230452.174,2641005.294,233001.472,2643777.169,95201043_180805_0221_mtbn.tif,180805_,ADS40,,,
33551,95201046,五城,210603d_36~0320_hr4,30,一般圖,20210603,238090.263,2640998.31,240638.088,2643768.83,95201046_210603d_36~0320_hr4.tif,210603d,DMC,,,
33574,95201048,魚池,160627d_38~0301_hr4,0,一般圖,20160627,243182.314,2640995.902,245729.159,2643765.52,95201048_160627d_38~0301_hr4.tif,160627d,DMC,,,
33628,95201051,挑米坑,150609d_31~0104_hr4c,30,一般圖,20150609,225355.373,2638243.556,227906.139,2641016.324,95201051_150609d_31~0104_hr4c.tif,150609d,DMC,,,
33794,95201063,大坪,091212e_33~0028_rgb,0,一般圖,20091212,230290.0,2635320.0,233155.0,2638385.0,95201063_091212e_33~0028_rgb.tif,091212e,DMC,,,
33853,95201068,開法,091212f_38~0141_rgb,0,一般圖,20091212,243025.0,2635310.0,245890.0,2638375.0,95201068_091212f_38~0141_rgb.tif,091212f,DMC,,,
33859,95201068,開法,180328f_38~0176_hr4,40,一般圖,20180328,243179.698,2635458.653,245727.518,2638228.251,95201068_180328f_38~0176_hr4.tif,180328f,DMC,,,
33895,95201071,濁水吊橋,150609d_31~0112_hr4,90,一般圖,20150609,225345.928,2632706.299,227897.662,2635479.043,95201071_150609d_31~0112_hr4.tif,150609d,DMC,,,
33957,95201076,銃櫃,110615d_36~0002_hr4,20,一般圖,20110615,238083.412,2632692.444,240632.696,2635462.932,95201076_110615d_36~0002_hr4.tif,110615d,DMC,,,
34017,95201081,秀峰,110615d_31~0304_hr4,0,一般圖,20110615,225341.213,2629937.684,227893.43,2632710.415,95201081_110615d_31~0304_hr4.tif,110615d,DMC,,,
34054,95201084,坪林,091212e_34~0147_rgb,0,一般圖,20091212,232830.0,2629780.0,235695.0,2632845.0,95201084_091212e_34~0147_rgb.tif,091212e,DMC,,,
34084,95201086,人倫,150609d_36~0554_hr4,10,一般圖,20150609,238081.133,2629923.84,240630.903,2632694.318,95201086_150609d_36~0554_hr4.tif,150609d,DMC,,,
34266,95202001,廣興,120703_0340_mtbn,30,一般圖,20120703,225331.796,2624400.481,227884.978,2627173.188,95202001_120703_0340_mtbn.tif,120703_,ADS40,,,
34284,95202002,頂城,180519_0350_mtbn,90,一般圖,20180519,227880.758,2624396.821,230433.451,2627169.078,95202002_180519_0350_mtbn.tif,180519_,ADS40,,,
34378,95202013,田底,180805_0221_mtbn,20,一般圖,20180805,230425.988,2621625.027,232978.674,2624396.821,95202013_180805_0221_mtbn.tif,180805_,ADS40,,,
34423,95202018,人倫苗圃(二),210118h_38~0093_hr4,20,一般圖,20210118,243173.181,2621615.688,245723.431,2624385.237,95202018_210118h_38~0093_hr4.tif,210118h,DMC,,,
34429,95202019,治苑山(三),210118h_39~0074_hr4,20,一般圖,20210118,245722.616,2621615.161,248272.38,2624384.263,95202019_210118h_39~0074_hr4.tif,210118h,DMC,,,
34611,95202042,杉林溪遊樂區,130603f_32~0330_hr4,40,一般圖,20130603,227863.922,2613322.534,230418.54,2616094.743,95202042_130603f_32~0330_hr4.tif,130603f,DMC,,,
34710,95202053,五叉崙山,120603g_33~0072_hr4,90,一般圖,20120603,230411.107,2610550.786,232965.718,2613322.534,95202053_120603g_33~0072_hr4.tif,120603g,DMC,,,
34778,95202061,千人洞(四),180719_0208_mtbn,90,一般圖,20180719,225303.659,2607789.085,227859.723,2610561.719,95202061_180719_0208_mtbn.tif,180719_,ADS40,,,
34969,95202083,大塔山(東),090901_0233_rgbn,20,一般圖,20090901,230245.0,2602100.0,233110.0,2605165.0,95202083_090901_0233_rgbn.tif,090901_,ADS40,,,
35098,95202095,樟樹神木,120626g_35~0141_hr4,40,一般圖,20120626,235502.905,2599471.642,238058.466,2602242.451,95202095_120626g_35~0141_hr4.tif,120626g,DMC,,,
35256,95203005,湖山寮,160514d_25~0020_hr4,30,一般圖,20160514,210037.945,2624431.833,212594.069,2627207.252,95203005_160514d_25~0020_hr4.tif,160514d,DMC,,,
35288,95203007,福田社區,110918_0203_mtbn,10,一般圖,20110918,215135.913,2624419.592,217691.054,2627194.106,95203007_110918_0203_mtbn.tif,110918_,ADS40,,,
35294,95203007,福田社區,160514d_27~0134_hr4,10,一般圖,20160514,215135.913,2624419.592,217691.054,2627194.106,95203007_160514d_27~0134_hr4.tif,160514d,DMC,,,
35472,95203016,鯉魚尾,110918_0214_mtbn,30,一般圖,20110918,212579.801,2621656.881,215135.913,2624431.833,95203016_110918_0214_mtbn.tif,110918_,ADS40,,,
35486,95203017,泉州寮,090629d_27~0122_rgb,20,一般圖,20090629,214975.0,2621510.0,217840.0,2624575.0,95203017_090629d_27~0122_rgb.tif,090629d,DMC,,,
35489,95203017,泉州寮,110918_0203_mtbn,10,一般圖,20110918,215129.268,2621650.989,217684.89,2624425.489,95203017_110918_0203_mtbn.tif,110918_,ADS40,,,
35491,95203017,泉州寮,130530d_27~0012_hr4,20,一般圖,20130530,215129.268,2621650.989,217684.89,2624425.489,95203017_130530d_27~0012_hr4.tif,130530d,DMC,,,
35518,95203019,崩山坪,120701_0252_mtbn,90,一般圖,20120701,220228.189,2621640.546,222782.831,2624414.143,95203019_120701_0252_mtbn.tif,120701_,ADS40,,,
35521,95203019,崩山坪,170610_0311_mtbn,90,一般圖,20170610,220228.189,2621640.546,222782.831,2624414.143,95203019_170610_0311_mtbn.tif,170610_,ADS40,,,
35658,95203026,山邊,170610_0248_mtbn,40,一般圖,20170610,212572.678,2618888.281,215129.268,2621663.22,95203026_170610_0248_mtbn.tif,170610_,ADS40,,,
35798,95203035,圳頭坑,150608d_25~0351_hr4,40,一般圖,20150608,210015.12,2616126.02,212572.678,2618901.396,95203035_150608d_25~0351_hr4.tif,150608d,DMC,,,
35813,95203036,炭窯,140630d_26~0108_hr4,40,一般圖,20140630,212565.562,2616119.691,215122.631,2618894.615,95203036_140630d_26~0108_hr4.tif,140630d,DMC,,,
35818,95203036,炭窯,180806_0211_mtbn,90,一般圖,20180806,212565.562,2616119.691,215122.631,2618894.615,95203036_180806_0211_mtbn.tif,180806_,ADS40,,,
35911,95203042,永光,140609a_22~0567_hr4,40,一般圖,20140609,202354.714,2613379.08,204914.219,2616155.799,95203042_140609a_22~0567_hr4.tif,140609a,DMC,,,
35933,95203043,古坑,150518a_23~1007_hr4,30,一般圖,20150518,204905.657,2613371.419,207464.672,2616147.685,95203043_150518a_23~1007_hr4.tif,150518a,DMC,,,
36027,95203049,番仔田(四),171210_0231_mtbn,0,一般圖,20171210,220211.205,2613334.814,222767.286,2616108.372,95203049_171210_0231_mtbn.tif,171210_,ADS40,,,
36054,95203051,油車店,100630a_21~0074_hr4,10,一般圖,20100630,199794.244,2610618.587,202354.714,2613395.742,95203051_100630a_21~0074_hr4.tif,100630a,DMC,,,
36055,95203051,油車店,120602a_21~0351_hr4,20,一般圖,20120602,199794.244,2610618.587,202354.714,2613395.742,95203051_120602a_21~0351_hr4.tif,120602a,DMC,,,
36129,95203056,樟湖,091205e_26~0198_rgb,20,一般圖,20091205,212400.0,2610440.0,215265.0,2613505.0,95203056_091205e_26~0198_rgb.tif,091205e,DMC,,,
36145,95203057,外湖(三),091205e_27~0187_rgb,20,一般圖,20091205,214950.0,2610435.0,217815.0,2613500.0,95203057_091205e_27~0187_rgb.tif,091205e,DMC,,,
36195,95203061,崎腳,120602a_21~0347_hr4c,40,一般圖,20120602,199784.732,2607849.994,202345.677,2610627.134,95203061_120602a_21~0347_hr4c.tif,120602a,DMC,,,
36211,95203062,三美莊,130530a_22~0379_hr4c,90,一般圖,20130530,202336.649,2607841.899,204897.104,2610618.587,95203062_130530a_22~0379_hr4c.tif,130530a,DMC,,,
36235,95203064,龜仔頭,110918_0235_mtbn,90,一般圖,20110918,207440.464,2607827.045,209999.941,2610602.829,95203064_110918_0235_mtbn.tif,110918_,ADS40,,,
36352,95203073,南靖寮,180606_0414_mtbn,20,一般圖,20180606,204880.023,2605065.678,207440.464,2607841.899,95203073_180606_0414_mtbn.tif,180606_,ADS40,,,
36429,95203080,豐山(二),130310f_30~0016_hr4,0,一般圖,20130310,222746.631,2605024.634,225303.659,2607797.704,95203080_130310f_30~0016_hr4.tif,130310f,DMC,,,
36430,95203080,豐山(二),130603f_30~0503_hr4,30,一般圖,20130603,222746.631,2605024.634,225303.659,2607797.704,95203080_130603f_30~0503_hr4.tif,130603f,DMC,,,
36487,95203084,樟腦寮,180606_0407_mtbn,40,一般圖,20180606,207424.365,2602289.923,209984.792,2605065.678,95203084_180606_0407_mtbn.tif,180606_,ADS40,,,
36558,95203090,太和(一),201216f_30~0035_hr4,10,一般圖,20201216,222741.48,2602256.105,225298.986,2605029.163,95203090_201216f_30~0035_hr4.tif,201216f,DMC,,,
36616,95203095,觀音瀑布,130728_0247_mtbn,30,一般圖,20130728,209969.674,2599514.633,212530.089,2602289.923,95203095_130728_0247_mtbn.tif,130728_,ADS40,,,
36626,95203096,四大天王,110918_0214_mtbn,90,一般圖,20110918,212523.015,2599508.335,215082.943,2602283.175,95203096_110918_0214_mtbn.tif,110918_,ADS40,,,
36635,95203097,瑞里(三),091205e_27~0171_rgb,30,一般圖,20091205,214925.0,2599360.0,217790.0,2602425.0,95203097_091205e_27~0171_rgb.tif,091205e,DMC,,,
36664,95203099,太和(三),201216f_29~0100_hr4,90,一般圖,20201216,220183.011,2599492.106,222741.48,2602265.599,95203099_201216f_29~0100_hr4.tif,201216f,DMC,,,
36672,95203100,太和(二),130603f_30~0495_hr4,90,一般圖,20130603,222736.334,2599487.585,225294.318,2602260.63,95203100_130603f_30~0495_hr4.tif,130603f,DMC,,,
36677,95203100,太和(二),201216f_30~0039_hr4,30,一般圖,20201216,222736.334,2599487.585,225294.318,2602260.63,95203100_201216f_30~0039_hr4.tif,201216f,DMC,,,
36772,95204004,黃厝,171005_0230_mtbn,30,一般圖,20171005,207570.416,2652125.304,210122.222,2654901.323,95204004_171005_0230_mtbn.tif,171005_,ADS40,,,
36900,95204009,北勢湳,091021d_29~0171_rgb,20,一般圖,20091021,220135.0,2651950.0,223000.0,2655015.0,95204009_091021d_29~0171_rgb.tif,091021d,DMC,,,
36998,95204013,員林,131018a_23~0128_hr4,0,一般圖,20131018,205017.631,2649363.887,207570.416,2652140.348,95204013_131018a_23~0128_hr4.tif,131018a,DMC,,,
37176,95204022,大溝尾,120602a_22~0236_hr4,10,一般圖,20120602,202463.867,2646602.917,205017.631,2649379.821,95204022_120602a_22~0236_hr4.tif,120602a,DMC,,,
37200,95204023,火燒莊,120602a_23~0050_hr4,20,一般圖,20120602,205008.966,2646595.182,207562.233,2649371.628,95204023_120602a_23~0050_hr4.tif,120602a,DMC,,,
37297,95204028,內轆,091021d_28~0194_rgb,30,一般圖,20091021,217580.0,2646420.0,220445.0,2649485.0,95204028_091021d_28~0194_rgb.tif,091021d,DMC,,,
37337,95204030,豬肚潭,090629d_30~0244_rgb,10,一般圖,20090629,222665.0,2646410.0,225530.0,2649475.0,95204030_090629d_30~0244_rgb.tif,090629d,DMC,,,
37448,95204035,仁和,100620d_25~0012_hr4,30,一般圖,20100620,210091.47,2643812.376,212644.229,2646587.896,95204035_100620d_25~0012_hr4.tif,100620d,DMC,,,
37490,95204037,南投西部,170610_0237_mtbnc,40,一般圖,20170610,215182.609,2643800.067,217734.379,2646574.677,95204037_170610_0237_mtbnc.tif,170610_,ADS40,,,
37525,95204039,花盆,140630d_29~0362_hr4,20,一般圖,20140630,220273.73,2643789.558,222824.513,2646563.258,95204039_140630d_29~0362_hr4.tif,140630d,DMC,,,
37577,95204041,田尾,210525a_21~0225_hr4,10,一般圖,20210525,199899.501,2641073.695,202454.722,2643851.025,95204041_210525a_21~0225_hr4.tif,210525a,DMC,,,
37633,95204044,崙雅,131018a_24~0087_hr4,10,一般圖,20131018,207537.734,2641050.525,210091.47,2643826.486,95204044_131018a_24~0087_hr4.tif,131018a,DMC,,,
37640,95204044,崙雅,170623_0312_mtbn,40,一般圖,20170623,207537.734,2641050.525,210091.47,2643826.486,95204044_170623_0312_mtbn.tif,170623_,ADS40,,,
37707,95204048,新街,140630d_28~0175_hr4,10,一般圖,20140630,217721.97,2641025.926,220273.73,2643800.067,95204048_140630d_28~0175_hr4.tif,140630d,DMC,,,
37791,95204052,中圳,140609a_22~0531_hr4,40,一般圖,20140609,202436.457,2638296.838,204991.662,2641073.695,95204052_140609a_22~0531_hr4.tif,140609a,DMC,,,
37843,95204054,田中,171005_0230_mtbnc,20,一般圖,20171005,207529.584,2638281.852,210083.801,2641057.799,95204054_171005_0230_mtbnc.tif,171005_,ADS40,,,
37892,95204057,廈新厝,160514d_27~0154_hr4,20,一般圖,20160514,215169.234,2638262.744,217721.97,2641037.326,95204057_160514d_27~0154_hr4.tif,160514d,DMC,,,
37906,95204058,虎仔坑,131129d_28~0142_hr4,0,一般圖,20131129,217715.775,2638257.273,220268.018,2641031.401,95204058_131129d_28~0142_hr4.tif,131129d,DMC,,,
37943,95204060,古亭笨,091021d_30~0104c,30,一般圖,20091021,222808.844,2638247.679,225360.102,2641020.9,95204060_091021d_30~0104_rgbc.tif,091021d,DMC,,,
37973,95204061,圳寮,180527_0317_mtbn,30,一般圖,20180527,199880.278,2635536.323,202436.457,2638313.62,95204061_180527_0317_mtbn.tif,180527_,ADS40,,,
37983,95204062,成功,110709_0232_mtbn,20,一般圖,20110709,202427.338,2635528.162,204983.023,2638305.004,95204062_110709_0232_mtbn.tif,110709_,ADS40,,,
38056,95204065,口寮,170610_0226_mtbn,20,一般圖,20170610,210068.485,2635506.376,212622.689,2638281.852,95204065_170610_0226_mtbn.tif,170610_,ADS40,,,
38149,95204070,龍泉,180519_0427_mtbnc,10,一般圖,20180519,222803.631,2635479.043,225355.373,2638252.251,95204070_180519_0427_mtbnc.tif,180519_,ADS40,,,
38267,95204076,源泉,110918_0214_mtbn,10,一般圖,20110918,212608.365,2632731.367,215162.557,2635506.376,95204076_110918_0214_mtbn.tif,110918_,ADS40,,,
38302,95204078,新民,091021d_28~0214_rgb,30,一般圖,20091021,217550.0,2632575.0,220415.0,2635640.0,95204078_091021d_28~0214_rgb.tif,091021d,DMC,,,
38308,95204078,新民,160514d_28~0201_hr4,0,一般圖,20160514,217703.402,2632719.994,220256.61,2635494.096,95204078_160514d_28~0201_hr4.tif,160514d,DMC,,,
38384,95204082,建治,130530a_22~0347_hr4,20,一般圖,20130530,202409.128,2629990.839,204965.771,2632767.65,95204082_130530a_22~0347_hr4.tif,130530a,DMC,,,
38458,95204085,榮興,170609_0334_mtbn,40,一般圖,20170609,210053.2,2629969.087,212608.365,2632744.535,95204085_170609_0334_mtbn.tif,170609_,ADS40,,,
38523,95204089,籐湖,091021d_29~0139_rgb,30,一般圖,20091021,220090.0,2629800.0,222955.0,2632865.0,95204089_091021d_29~0139_rgb.tif,091021d,DMC,,,
38655,95204095,林內,150608d_25~0367_hr4,30,一般圖,20150608,210045.569,2627200.455,212601.213,2629975.889,95204095_150608d_25~0367_hr4.tif,150608d,DMC,,,
38719,95204099,半天寮,091021d_29~0135_rgb,40,一般圖,20091021,220085.0,2627035.0,222950.0,2630100.0,95204099_091021d_29~0135_rgb.tif,091021d,DMC,,,
38767,95211001,九湖,180519_0408_mtbn,30,一般圖,20180519,225475.008,2707462.312,228013.517,2710235.388,95211001_180519_0408_mtbn.tif,180519_,ADS40,,,
38828,95211004,直坑,110615d_34~0166_hr4,0,一般圖,20110615,233077.491,2707452.449,235614.491,2710224.141,95211004_110615d_34~0166_hr4.tif,110615d,DMC,,,
38909,95211009,龍山(四),180716_0256_mtbn,90,一般圖,20180716,245748.259,2707445.17,248282.749,2710214.566,95211009_180716_0256_mtbn.tif,180716_,ADS40,,,
38971,95211013,老雞隆,201029d_33~0084_hr4,20,一般圖,20201029,230539.492,2704686.424,233077.491,2707458.566,95211013_201029d_33~0084_hr4.tif,201029d,DMC,,,
39004,95211015,汶水,140619d_35~0294_hr4,40,一般圖,20140619,235608.807,2704681.227,238145.802,2707452.449,95211015_140619d_35~0294_hr4.tif,140619d,DMC,,,
39120,95211023,新雞隆,140619d_33~0215_hr4,20,一般圖,20140619,230535.655,2701917.58,233074.151,2704689.71,95211023_140619d_33~0215_hr4.tif,140619d,DMC,,,
39558,95211052,小草排,091014d_32~0080_rgb,20,一般圖,20091014,227825.0,2693470.0,230690.0,2696535.0,95211052_091014d_32~0080_rgb.tif,091014d,DMC,,,
39568,95211052,小草排,150609d_32~0227_hr4,0,一般圖,20150609,227987.508,2693614.376,230527.991,2696386.93,95211052_150609d_32~0227_hr4.tif,150609d,DMC,,,
39619,95211054,水流東,210603d_34~0157_hr4,20,一般圖,20210603,233060.82,2693608.281,235600.303,2696379.918,95211054_210603d_34~0157_hr4.tif,210603d,DMC,,,
39646,95211056,坑尾寮,140822e_36~0008_hr4,0,一般圖,20140822,238134.124,2693604.012,240672.607,2696374.732,95211056_140822e_36~0008_hr4.tif,140822e,DMC,,,
39705,95211061,上山下,140630d_31~0449_hr4,90,一般圖,20140630,225446.029,2690849.294,227987.508,2693622.295,95211061_140630d_31~0449_hr4.tif,140630d,DMC,,,
39719,95211062,酸柑湖,091014d_32~0076_rgb,10,一般圖,20091014,227825.0,2690700.0,230690.0,2693765.0,95211062_091014d_32~0076_rgb.tif,091014d,DMC,,,
39728,95211062,酸柑湖,140630d_32~0500_hr4,30,一般圖,20140630,227983.188,2690845.565,230524.165,2693618.107,95211062_140630d_32~0500_hr4.tif,140630d,DMC,,,
39833,95211068,達觀(一),180716_0311_mtbn,30,一般圖,20180716,243206.089,2690832.767,245744.07,2693602.562,95211068_180716_0311_mtbn.tif,180716_,ADS40,,,
39895,95211072,石壁坑,140630d_32~0504_hr4,10,一般圖,20140630,227978.872,2688076.763,230520.343,2690849.294,95211072_140630d_32~0504_hr4.tif,140630d,DMC,,,
39937,95211074,食水坑,130325_0451_mtbn,0,一般圖,20130325,233054.175,2688070.678,235594.647,2690842.292,95211074_130325_0451_mtbn.tif,130325_,ADS40,,,
